_u1.fuid,_u1.fplatformname,_u1.dt,_u1.if_away,_u1.label_score_week,_u1.label_score_month,_u1.play_score_alteration,_u1.label_score,_u1.play_passion_7day,_u1.pay_passion_7day,_u1.play_passion_30day,_u1.pay_passion_30day,_u1.lifespan,_u1.signup_to_now_days,_u1.total_silver_coin,_u1.total_gold_bar,_u1.carrying_silver_coin,_u1.carrying_gold_bar,_u1.safebox_silver_coin,_u1.safebox_gold_bar,_u1.if_vip,_u1.play_duration_life,_u1.play_duration_30day,_u1.play_duration_7day,_u1.play_innings_life,_u1.play_innings_30day,_u1.play_innings_7day,_u1.win_innings_life,_u1.win_innings_7day,_u1.lose_innings_life,_u1.lose_innings_7day,_u1.win_rate_life,_u1.win_rate_7day,_u1.pay_count_life,_u1.pay_count_30day,_u1.pay_count_7day,_u1.pay_sum_life,_u1.pay_sum_30day,_u1.pay_sum_7day,_u1.login_count_life,_u1.login_count_7day,_u1.bankrupt_count_life,_u1.bankrupt_count_7day,_u1.relieve_count_life,_u1.relieve_silver_coins_life,_u1.match_innings_life,_u1.match_duration_life,_u1.match_win_rate_life,_u1.recent_login_series_days,_u1.latest_play_coins,_u1.last_active_to_now_days,_u1.last_pay_to_now_days
609748,其他,2018-07-02,0,8,8,-3.0,8,44,0,11,0,800,800,439100,0,439100,0,0,0,0,1942711,35104,22336,3004,39,23,346,0,353,0,0.1152,0.0000,0,0,0,0.00,0.00,0.00,1384,9,29,0,19,9900,2331,1401166,0.0000,1,0,0,0
610224,四川,2018-07-02,1,9,8,0.692307692308,8,4,0,13,0,796,799,11906,0,11906,0,0,0,0,261200,10376,675,2863,50,3,1332,2,1496,1,0.4652,0.6667,0,0,0,0.00,0.00,0.00,415,3,159,1,89,732000,1837,92936,0.0000,0,-9584,3,0
618129,四川,2018-07-02,1,9,8,0.777777777778,8,4,0,18,0,785,791,118399,64,14167,64,104232,0,0,524588,17759,1197,5402,180,13,2232,6,2996,7,0.4132,0.4615,4,0,0,16.00,0.00,0.00,773,1,450,0,256,1829300,4145,391566,0.0034,0,-4000,6,578
649533,四川,2018-07-02,1,8,8,-0.181818181818,8,26,0,22,0,755,755,123055,0,43576,0,79479,0,0,501402,21689,5255,6352,314,75,3356,42,2595,24,0.5283,0.6364,0,0,0,0.00,0.00,0.00,709,6,124,0,79,558500,5137,413934,0.0300,4,10200,0,0
653254,四川,2018-07-02,1,8,8,-0.6,8,16,0,10,0,747,750,188173,6,20660,6,167513,0,0,754676,18968,10221,6597,171,87,3111,47,3380,38,0.4716,0.5529,0,0,0,0.00,0.00,0.00,639,4,28,0,11,94000,4050,455282,0.1185,0,900,3,0
654454,四川,2018-07-02,1,9,8,0.777777777778,8,4,0,18,0,743,749,18800,21,18800,21,0,0,0,810300,21298,1120,11192,194,7,5150,4,5894,3,0.4602,0.5714,0,0,0,0.00,0.00,0.00,1270,2,1287,1,603,4816800,8037,591648,0.1379,0,3200,6,0
656540,四川,2018-07-02,0,8,8,0.297297297297,8,26,0,37,0,746,746,29965,0,9529,0,20436,0,0,1360125,47565,11199,13447,489,118,7017,64,6363,54,0.5218,0.5424,0,0,0,0.00,0.00,0.00,2536,17,592,1,433,3464000,8888,902160,0.0000,1,-5837,0,0
661051,四川,2018-07-02,1,8,8,0.473684210526,8,10,0,19,0,737,740,546610,0,20000,0,526610,0,0,2067666,24808,4772,16654,187,36,8664,17,7233,17,0.5202,0.5000,4,0,0,188.00,0.00,0.00,786,4,94,0,57,456000,5748,680453,0.0000,0,57600,3,455
670124,四川,2018-07-02,0,8,8,-1.375,8,38,0,16,0,904,904,27713,184,9700,184,18013,0,0,1063198,14318,8660,10335,109,87,4990,44,5231,43,0.4828,0.5057,0,0,0,0.00,0.00,0.00,1110,17,283,4,129,1042000,9785,964385,0.1096,3,3200,0,0
670631,四川,2018-07-02,1,8,8,0.357142857143,8,18,0,28,0,903,904,14613892,300,53810,300,14560082,0,0,2800738,25316,3687,38895,301,44,18585,28,20279,16,0.4778,0.6364,0,0,0,0.00,0.00,0.00,3182,5,5,0,5,50000,37857,2713242,0.0011,0,-4000,1,0
676438,辽宁,2018-07-02,1,9,8,0.571428571429,8,6,0,14,0,903,903,1121661,308,59600,308,1062061,0,0,450436,15980,913,1771,52,3,870,2,849,1,0.4912,0.6667,1,0,0,3.00,0.00,0.00,742,2,3,0,2,20000,1254,291398,0.1635,1,9000,0,672
678849,辽宁,2018-07-02,0,6,8,-3.64285714286,8,65,0,14,0,902,902,7879,30,7879,30,0,0,0,997086,29413,17378,9898,233,126,4340,38,5366,84,0.4385,0.3115,0,0,0,0.00,0.00,0.00,1192,25,239,25,154,1308000,9727,972277,0.1981,10,-1200,0,0
681324,四川,2018-07-02,0,8,8,0.0,8,26,0,26,0,902,902,109486,182,9776,182,99710,0,0,651295,35809,15281,8105,245,90,3633,31,4308,57,0.4482,0.3523,18,0,0,88.00,0.00,0.00,1238,11,440,1,286,2310000,6313,494156,0.0813,1,-2800,0,456
694299,四川,2018-07-02,1,9,8,0.777777777778,8,4,0,18,0,897,899,24860,0,24860,0,0,0,0,2478783,22061,953,36817,265,12,18103,9,17864,2,0.4917,0.8182,38,0,0,114.00,0.00,0.00,3157,1,1239,0,746,5974000,32320,2162243,0.0007,0,600,2,390
700354,辽宁,2018-07-02,0,6,8,-0.5,8,66,0,44,0,897,897,67460,422,67460,422,0,0,0,322544,83564,18166,3814,987,218,1646,109,2098,108,0.4316,0.5023,0,0,0,0.00,0.00,0.00,621,32,36,0,25,200000,3740,315995,0.2035,17,132,0,0
707579,四川,2018-07-02,1,8,8,0.42,8,29,0,50,0,893,895,244552,0,21800,0,222752,0,0,791184,103745,18684,7864,1021,199,3628,93,3757,104,0.4613,0.4721,5,0,0,39.00,0.00,0.00,435,8,45,0,32,270000,5808,590093,0.0050,0,3200,2,462
712797,辽宁,2018-07-02,0,6,6,-0.025,6,82,0,80,0,894,894,786887,0,23530,0,763357,0,1,4054420,124412,36803,13115,429,128,7081,67,5934,60,0.5399,0.5276,0,0,0,0.00,0.00,0.00,3836,33,214,0,165,1376000,9712,3043766,0.0000,68,3000,0,0
716434,四川,2018-07-02,0,6,6,-0.131578947368,6,86,0,76,0,893,893,1229795,26,25738,26,1204057,0,0,947681,125334,39522,14407,878,277,7400,144,6948,131,0.5136,0.5236,0,0,0,0.00,0.00,0.00,1711,50,472,0,318,2548000,1448,64780,0.0062,26,58964,0,0
721424,辽宁,2018-07-02,0,8,8,0.305555555556,8,25,0,36,0,892,892,900,0,900,0,0,0,0,154656,58863,9244,971,417,32,461,15,508,17,0.4748,0.4688,1,0,0,2.00,0.00,0.00,123,9,73,5,41,332000,93,35816,0.0000,1,-8000,0,747
740699,辽宁,2018-07-02,0,8,8,-0.0952380952381,8,23,0,21,0,887,887,1500,0,1500,0,0,0,0,429448,52857,12939,3708,325,44,1756,16,1906,28,0.4736,0.3636,3,0,0,15.00,0.00,0.00,381,10,168,12,124,1038000,1520,140978,0.0000,3,-2595,0,883
741237,四川,2018-07-02,0,8,8,0.184210526316,8,31,0,38,0,887,887,9403,0,9403,0,0,0,0,717088,39700,10747,5244,324,86,2599,40,2571,46,0.4956,0.4651,0,0,0,0.00,0.00,0.00,792,16,292,5,150,1214000,1054,112115,0.0000,5,-4000,0,0
741539,四川,2018-07-02,0,8,8,0.298245614035,8,40,0,57,0,887,887,6091300,600,20000,200,6071300,400,1,5983078,62139,10311,81297,812,130,44307,65,32821,49,0.5450,0.5702,6,0,0,36.00,0.00,0.00,4940,27,9,0,1,10000,56715,4160314,0.0000,132,600,0,862
748281,辽宁,2018-07-02,0,8,8,0.25,8,36,0,48,0,884,886,1025600,216,25600,216,1000000,0,1,669345,114670,26243,2595,380,95,781,15,690,12,0.3010,0.5556,0,0,0,0.00,0.00,0.00,508,7,28,0,22,180000,742,66531,0.3059,0,20000,2,0
755369,辽宁,2018-07-02,0,6,3,0.0153846153846,3,64,0,65,38,884,884,10645,0,10645,0,0,0,1,743584,90668,16839,8910,1162,220,4156,98,4757,122,0.4664,0.4455,10,8,0,48.00,36.00,0.00,2773,28,404,6,365,2934000,6082,517152,0.0000,279,-2160,0,11
769319,四川,2018-07-02,1,9,8,0.2,8,8,0,10,0,880,881,17220,0,17220,0,0,0,0,183236,8794,1893,2334,110,23,1276,16,855,5,0.5467,0.7619,0,0,0,0.00,0.00,0.00,169,2,49,0,38,304000,1159,95077,0.0000,0,-900,1,0
774634,辽宁,2018-07-02,0,8,8,0.0185185185185,8,53,0,54,0,879,879,1116174,230,33000,230,1083174,0,1,781612,20398,5342,9259,264,66,4388,32,4808,33,0.4739,0.4923,2,0,0,12.00,0.00,0.00,1137,13,92,0,26,208000,8271,697356,0.2300,37,-500,0,93
777871,辽宁,2018-07-02,0,8,6,0.375,6,40,0,64,0,877,878,351723,0,10000,0,341723,0,0,5382724,128507,23897,45902,933,166,12947,45,32722,120,0.2821,0.2727,4,0,0,30.00,0.00,0.00,2731,12,997,0,695,5658000,37421,4236214,0.0000,0,-18650,1,799
781759,辽宁,2018-07-02,1,8,8,0.484848484848,8,17,0,33,0,873,877,0,0,0,0,0,0,0,355574,47189,11229,1745,151,33,518,16,1114,17,0.2968,0.4848,8,0,0,90.00,0.00,0.00,503,22,85,1,54,438000,798,108364,0.0013,0,-9382,4,46
785976,辽宁,2018-07-02,1,8,8,0.277777777778,8,26,0,36,0,873,876,1899,0,1899,0,0,0,0,360472,58201,16225,1652,198,65,587,25,759,30,0.3553,0.4545,12,0,0,45.00,0.00,0.00,282,9,221,5,146,1170000,1443,298849,0.0028,0,-5501,3,394
788900,其他,2018-07-02,0,6,6,-0.157894736842,6,88,0,76,0,875,875,727000,0,727000,0,0,0,0,3199229,244309,67208,3628,282,80,0,0,0,0,0.0000,0.0000,0,0,0,0.00,0.00,0.00,2989,50,0,0,0,0,2254,2030917,0.0000,13,0,0,0
788975,四川,2018-07-02,1,9,8,0.538461538462,8,6,0,13,0,872,875,959675,0,18097,0,941578,0,0,1351953,34611,3622,10237,259,21,4936,14,5019,7,0.4822,0.6667,0,0,0,0.00,0.00,0.00,758,3,239,0,152,1222000,5647,679444,0.0699,0,-6000,3,0
797050,四川,2018-07-02,1,9,8,0.6875,8,5,0,16,0,867,873,78173,0,16998,0,61175,0,0,496873,15731,2284,9520,147,19,2538,7,6948,11,0.2666,0.3889,21,0,0,237.00,0.00,0.00,625,5,395,0,178,1446000,7984,407800,0.0035,0,8000,6,823
797606,四川,2018-07-02,0,8,8,-0.285714285714,8,54,0,42,0,873,873,78096,0,55477,0,22619,0,0,2651047,54634,23032,28763,604,258,14688,140,13201,109,0.5107,0.5622,6,0,0,12.00,0.00,0.00,3873,42,305,0,220,1772000,24701,2273413,0.0164,11,-3314,0,566
808113,四川,2018-07-02,0,6,8,-1.06818181818,8,91,0,44,7,870,870,51420,985,12021,985,39399,0,0,3161392,94603,51533,38286,997,498,19590,299,17647,193,0.5117,0.6077,26,2,0,145.00,2.50,0.00,2842,39,656,2,400,3226000,37292,3092764,0.0149,10,-1600,0,10
811834,四川,2018-07-02,0,6,6,0.0555555555556,6,85,0,90,0,869,869,684052,0,6750,0,677302,0,1,4251249,173799,37961,36265,1486,345,18597,179,17287,163,0.5128,0.5234,7,0,0,74.00,0.00,0.00,6070,58,438,0,343,2766000,26716,3204788,0.0000,593,-4000,0,680
815896,辽宁,2018-07-02,0,8,8,-0.657142857143,8,58,0,35,0,868,868,16817,0,16817,0,0,0,0,613874,31236,10626,6814,362,121,2854,48,3960,73,0.4188,0.3967,0,0,0,0.00,0.00,0.00,1299,25,458,7,403,3288000,4859,443150,0.0000,25,4320,0,0
818529,四川,2018-07-02,1,8,8,0.645161290323,8,11,0,31,0,868,868,16840,0,16840,0,0,0,0,359166,30012,1734,2898,205,12,1238,5,1585,7,0.4272,0.4167,0,0,0,0.00,0.00,0.00,739,4,234,6,119,962000,2188,265462,0.0137,1,5400,0,0
823480,辽宁,2018-07-02,0,6,8,-0.434782608696,8,66,0,46,0,866,866,352698,55,19643,55,333055,0,0,710444,82311,18476,4200,356,60,1688,34,2087,26,0.4019,0.5667,21,0,0,84.00,0.00,0.00,729,20,41,0,14,112000,3403,581109,0.0144,10,8000,0,622
823951,辽宁,2018-07-02,0,8,8,0.0204081632653,8,48,0,49,0,866,866,936262,0,11691,0,924571,0,1,722283,62266,22618,6313,331,144,2157,44,3751,81,0.3417,0.3520,0,0,0,0.00,0.00,0.00,874,20,31,0,14,122000,2828,229509,0.0014,4,0,0,0
832432,辽宁,2018-07-02,0,6,6,-0.0833333333333,6,78,0,72,0,864,864,3940148,300,0,300,3940148,0,1,5634892,123040,31940,32001,511,139,14806,47,16689,92,0.4627,0.3381,0,0,0,0.00,0.00,0.00,3812,27,37,0,26,224000,27638,4832734,0.0778,39,-4000,0,0
850817,辽宁,2018-07-02,0,6,8,-0.19298245614,8,68,0,57,0,860,860,8856793,0,7533,0,8849260,0,1,2235251,60730,20310,7445,201,64,3529,34,2578,30,0.4740,0.5313,0,0,0,0.00,0.00,0.00,3661,35,0,0,0,0,5878,1889430,0.0000,18,-4578,0,0
850928,四川,2018-07-02,1,8,8,0.25,8,39,0,52,0,860,860,1860,0,1860,0,0,0,0,1021968,74406,17069,8153,373,85,4110,46,3901,39,0.5041,0.5412,0,0,0,0.00,0.00,0.00,717,18,292,8,187,1496000,7019,802690,0.0037,7,-8800,0,0
851157,其他,2018-07-02,0,8,8,-1.05,8,41,0,20,0,860,860,59600,0,59600,0,0,0,0,2127847,45021,19208,2721,58,26,0,0,0,0,0.0000,0.0000,0,0,0,0.00,0.00,0.00,1457,14,0,0,0,0,2445,1921399,0.0000,1,0,0,0
862550,辽宁,2018-07-02,0,6,6,0.0153846153846,6,64,0,65,0,858,858,967939,76,1520,76,966419,0,1,848894,63814,16733,10050,613,158,3836,55,6179,102,0.3817,0.3503,0,0,0,0.00,0.00,0.00,2059,29,43,0,26,226000,8779,715031,0.1251,103,-1200,0,0
870256,辽宁,2018-07-02,0,9,8,0.921052631579,8,3,0,38,0,850,856,1576721,0,0,0,1576721,0,0,4301217,60429,312,49520,785,4,24322,0,25370,4,0.4912,0.0000,0,0,0,0.00,0.00,0.00,2569,1,475,0,209,1676000,42438,3759076,0.0008,0,-19600,6,0
872359,辽宁,2018-07-02,1,9,8,0.764705882353,8,8,0,34,0,856,856,414541,20,10040,20,404501,0,0,1811853,71019,4531,15715,634,46,7422,22,8252,24,0.4723,0.4783,0,0,0,0.00,0.00,0.00,2075,8,54,0,32,256000,11133,1239828,0.0094,2,-2160,0,0
875068,辽宁,2018-07-02,1,8,8,-0.2,8,12,0,10,0,854,855,500,18,500,18,0,0,0,497981,13781,5880,5743,114,40,2146,13,3443,27,0.3737,0.3250,0,0,0,0.00,0.00,0.00,608,7,474,7,315,2520000,4711,353633,0.0163,0,-4224,1,0
879044,辽宁,2018-07-02,0,3,5,-0.711111111111,5,77,28,45,21,854,854,454854,16,63500,16,391354,0,1,3513635,70569,30086,29022,756,374,12938,182,14077,183,0.4458,0.4986,63,10,8,109.50,6.50,5.50,2480,31,1140,0,550,4400000,27425,3212328,0.1110,10,-300,0,0
879136,四川,2018-07-02,0,6,6,0.0595238095238,6,79,0,84,0,854,854,8000,0,8000,0,0,0,1,1204145,132460,29229,20774,1476,329,7306,161,13128,164,0.3517,0.4954,33,0,0,326.00,0.00,0.00,1879,41,119,8,45,360000,15258,757628,0.0000,67,-6634,0,69
880280,四川,2018-07-02,1,9,8,0.878787878788,8,4,0,33,0,848,854,232679,0,1756,0,230923,0,0,538683,51206,1857,7021,713,27,3366,11,3198,12,0.4794,0.4783,0,0,0,0.00,0.00,0.00,687,1,212,0,129,1032000,2801,216092,0.0000,0,-5400,6,0
893767,四川,2018-07-02,1,9,8,0.625,8,6,0,16,0,850,851,0,0,0,0,0,0,0,1099548,33931,3487,12806,196,28,6130,15,6303,11,0.4787,0.5769,0,0,0,0.00,0.00,0.00,777,2,618,1,390,3120000,11411,948049,0.0797,0,-12076,1,0
896730,四川,2018-07-02,0,8,8,-0.384615384615,8,18,0,13,0,848,851,170255,0,21860,0,148395,0,0,994258,17347,8033,8224,114,51,3897,27,4083,21,0.4739,0.5625,1,0,0,2.00,0.00,0.00,980,2,365,0,281,2248000,7964,955678,0.0000,0,1080,2,631
900718,四川,2018-07-02,1,9,8,0.727272727273,8,3,0,11,0,848,850,500,0,500,0,0,0,0,3447834,17323,230,47629,217,3,24515,1,20580,2,0.5147,0.3333,90,0,0,192.00,0.00,0.00,2851,2,1253,1,769,6152000,40222,2886801,0.0063,0,-7340,2,49
901262,四川,2018-07-02,0,6,8,-0.90625,8,61,0,32,0,850,850,286632,36,17334,36,269298,0,0,983434,73971,32078,14216,518,253,6274,139,7717,105,0.4413,0.5697,1,0,0,2.00,0.00,0.00,1230,19,1428,8,651,5208000,13132,834999,0.0730,3,-8000,0,464
906854,四川,2018-07-02,1,9,7,0.2,7,4,0,5,29,848,849,65980,0,65980,0,0,0,0,618710,5309,1320,9994,38,11,4395,6,5460,4,0.4398,0.6000,195,3,0,2117.00,30.00,0.00,504,3,262,0,110,880000,8177,395380,0.0000,0,0,1,9
907866,四川,2018-07-02,1,2,5,-0.657142857143,5,58,66,35,53,847,848,25943,2,0,2,25943,0,0,3325945,113300,89035,45558,1675,1322,22487,640,22848,609,0.4936,0.5124,141,14,11,537.00,78.00,63.00,1260,10,671,22,276,2208000,33918,2449415,0.0111,0,-33789,1,1
909085,辽宁,2018-07-02,0,6,8,-0.396226415094,8,74,0,53,0,848,848,318268,0,12916,0,305352,0,1,1786007,78098,26129,5587,258,87,2976,44,2557,43,0.5327,0.5057,0,0,0,0.00,0.00,0.00,2569,41,7,0,6,48000,3902,1277686,0.0003,37,5000,0,0
909269,四川,2018-07-02,0,9,8,0.583333333333,8,5,0,12,0,842,848,372092,0,1400,0,370692,0,0,401160,15003,2674,8273,151,28,2550,9,5696,19,0.3082,0.3214,4,0,0,8.00,0.00,0.00,648,2,395,0,156,1248000,8110,385002,0.0023,0,-1600,6,808
909999,四川,2018-07-02,0,8,8,0.232558139535,8,33,0,43,0,848,848,8000,12,8000,12,0,0,0,1183580,68226,12269,14739,313,56,6788,21,7383,33,0.4605,0.3889,0,0,0,0.00,0.00,0.00,1489,10,286,4,164,1312000,13403,915693,0.0911,2,-2780,0,0
915965,辽宁,2018-07-02,0,8,8,0.0,8,18,0,18,0,847,847,23924,0,8605,0,15319,0,1,1480975,39921,15171,8010,158,52,2987,24,4957,28,0.3729,0.4615,0,0,0,0.00,0.00,0.00,1509,15,928,0,547,4376000,5776,884895,0.0000,37,-10000,0,0
921686,四川,2018-07-02,1,NULL,8,NULL,8,NULL,NULL,20,0,846,846,692767,206,19054,206,673713,0,0,379380,18451,0,7757,150,0,3598,0,4032,0,0.4638,0.0000,0,0,0,0.00,0.00,0.00,1491,2,292,0,177,1416000,6632,320256,0.0813,1,-3200,0,0
924033,辽宁,2018-07-02,0,8,8,0.285714285714,8,10,0,14,0,844,845,597057,91,23889,91,573168,0,0,922876,11663,2370,4758,36,7,2399,5,2325,2,0.5042,0.7143,0,0,0,0.00,0.00,0.00,1783,7,51,0,28,224000,4197,801613,0.0010,0,5000,1,0
926245,四川,2018-07-02,0,8,8,-0.642857142857,8,46,0,28,0,845,845,6981,0,6981,0,0,0,0,447496,36863,15729,2856,245,92,1478,48,1261,39,0.5175,0.5517,0,0,0,0.00,0.00,0.00,361,14,220,11,149,1192000,2060,313380,0.0102,7,-4445,0,0
931427,四川,2018-07-02,1,NULL,8,NULL,8,NULL,NULL,15,0,838,844,36020,0,36020,0,0,0,0,813382,11147,0,10684,148,0,5436,0,4553,0,0.5088,0.0000,2,0,0,6.00,0.00,0.00,974,1,477,0,322,2576000,8992,688793,0.0002,0,600,6,583
942429,四川,2018-07-02,1,8,8,-0.363636363636,8,15,0,11,0,840,842,139542,0,11750,0,127792,0,0,197241,13423,5347,2690,112,54,1027,22,1641,32,0.3818,0.4074,2,0,0,2.50,0.00,0.00,334,3,112,0,61,488000,1527,73575,0.0170,0,-400,2,111
943292,其他,2018-07-02,0,8,8,0.233333333333,8,23,0,30,0,842,842,359100,0,359100,0,0,0,0,1070322,41338,7809,1176,46,8,0,0,0,0,0.0000,0.0000,0,0,0,0.00,0.00,0.00,1007,9,0,0,0,0,1035,934964,0.0000,7,0,0,0
951316,四川,2018-07-02,0,6,8,-4.72727272727,8,63,0,11,0,840,840,2240,0,2240,0,0,0,0,123550,13883,12756,1944,186,174,742,77,1130,90,0.3817,0.4611,0,0,0,0.00,0.00,0.00,344,20,68,17,40,320000,1741,108103,0.0000,8,-2100,0,0
951692,辽宁,2018-07-02,0,6,6,-0.151898734177,6,91,0,79,0,840,840,1503,67,1503,67,0,0,1,3795841,171459,56858,25050,1483,460,12098,172,12861,285,0.4830,0.3764,1,0,0,2.00,0.00,0.00,4979,31,1568,55,1022,8176000,18637,2853829,0.0499,24,-700,0,87
957440,四川,2018-07-02,0,8,8,0.108108108108,8,33,0,37,0,838,839,55944,0,19540,0,36404,0,0,1033832,43982,12304,13041,512,142,6566,73,5644,60,0.5035,0.5489,0,0,0,0.00,0.00,0.00,1446,15,376,0,235,1880000,8975,714430,0.0170,0,-1800,1,0
957656,辽宁,2018-07-02,0,6,6,-0.145161290323,6,71,0,62,0,839,839,302345,95,7512,95,294833,0,1,3645491,82542,23511,30069,848,241,14702,104,15409,137,0.4889,0.4315,38,0,0,950.00,0.00,0.00,3958,20,563,0,420,3360000,22507,2804427,0.0040,28,3192,0,376
959101,辽宁,2018-07-02,0,9,8,0.785714285714,8,3,0,14,0,834,839,31142,302,31142,302,0,0,0,823287,11994,1201,10757,153,16,5236,10,5437,6,0.4868,0.6250,0,0,0,0.00,0.00,0.00,1907,1,322,0,215,1720000,8171,621563,0.1579,0,-5400,5,0
971774,辽宁,2018-07-02,0,6,8,-1.10869565217,8,97,0,46,0,836,836,42,76,42,76,0,0,0,1747271,121324,81116,10901,437,294,5095,152,5583,138,0.4674,0.5241,1,0,0,0.50,0.00,0.00,1228,31,452,12,305,2440000,10074,1509825,0.1429,10,-1800,0,116
977933,辽宁,2018-07-02,1,9,8,0.705882352941,8,5,0,17,0,831,835,1500,97,1500,97,0,0,0,1433986,33407,3885,12450,271,31,5559,11,6672,18,0.4465,0.3793,0,0,0,0.00,0.00,0.00,1974,4,593,5,367,2936000,10242,1102683,0.0368,0,0,4,0
978938,辽宁,2018-07-02,0,8,8,0.389830508475,8,36,0,59,0,835,835,1830,310,1830,310,0,0,0,2699767,104381,10505,29236,1281,126,14175,58,15046,68,0.4848,0.4603,0,0,0,0.00,0.00,0.00,3549,23,474,9,348,2784000,25577,2395019,0.0703,7,-8640,0,0
981947,四川,2018-07-02,1,6,8,-0.389830508475,8,82,0,59,0,834,834,1812331,0,132,0,1812199,0,0,3822614,109150,33935,51596,1600,496,28028,264,20161,200,0.5432,0.5690,1,0,0,3.00,0.00,0.00,1862,14,473,0,331,2648000,43210,3252233,0.0000,10,-10200,0,801
987415,其他,2018-07-02,1,8,8,0.214285714286,8,11,0,14,0,833,833,174800,0,174800,0,0,0,0,1064845,41516,12122,1120,45,13,0,0,0,0,0.0000,0.0000,0,0,0,0.00,0.00,0.00,571,8,0,0,0,0,883,844662,0.0000,1,0,0,0
996193,四川,2018-07-02,0,6,6,-0.55,6,93,0,60,0,832,832,0,169,0,169,0,0,0,1641659,137695,57924,17740,1300,553,8833,268,8248,261,0.4979,0.5066,0,0,0,0.00,0.00,0.00,1667,47,632,8,432,3456000,14777,1393855,0.0107,19,-3320,0,0
997819,四川,2018-07-02,1,NULL,8,NULL,8,NULL,NULL,20,0,831,832,6949,0,6949,0,0,0,0,483776,27712,0,6156,294,0,2724,0,3139,0,0.4425,0.0000,1,0,0,3.00,0.00,0.00,697,1,347,0,173,1384000,4604,338796,0.0000,0,-36667,1,822
997869,四川,2018-07-02,0,8,8,-0.575757575758,8,52,0,33,0,832,832,928922,0,18358,0,910564,0,0,2262083,9005,2378,24514,100,28,10802,12,13673,16,0.4406,0.4286,1,0,0,3.00,0.00,0.00,4771,10,176,0,128,1024000,23362,2156459,0.0000,12,800,0,828
1001749,四川,2018-07-02,0,6,6,0.0574712643678,6,82,0,87,0,795,795,1190305,0,2785,0,1187520,0,1,2451019,150522,33371,24367,1505,329,12809,168,11581,161,0.5257,0.5106,24,0,0,42.00,0.00,0.00,4056,35,842,0,639,5112000,18176,1831252,0.0000,49,-2000,0,304
1018813,辽宁,2018-07-02,1,9,8,0.636363636364,8,4,0,11,0,737,742,16277,0,16277,0,0,0,0,499568,13211,2599,4139,61,8,1590,3,1883,5,0.3842,0.3750,1,0,0,6.00,0.00,0.00,725,4,71,3,29,232000,4015,471045,0.0000,0,4977,5,590
1031590,四川,2018-07-02,1,8,8,-0.25,8,15,0,12,0,699,702,324723,200,64723,200,260000,0,0,923059,13430,5206,11186,166,62,5554,35,5430,27,0.4965,0.5645,3,0,0,9.00,0.00,0.00,1032,10,389,0,250,2000000,9925,816613,0.0056,0,8000,3,701
1072603,辽宁,2018-07-02,0,8,6,0.234375,6,49,0,64,0,819,819,317901,0,42061,0,275840,0,0,4151968,128607,23441,17255,1537,304,8836,145,8288,159,0.5121,0.4770,0,0,0,0.00,0.00,0.00,2949,22,372,0,262,2096000,13383,3522086,0.0001,4,3500,0,0
1079412,四川,2018-07-02,0,6,8,-0.692307692308,8,88,0,52,0,818,818,9340,0,9340,0,0,0,1,1286844,63486,44830,8314,450,320,4756,185,3125,121,0.5720,0.6046,2,0,0,4.00,0.00,0.00,1806,28,292,5,210,1680000,7666,1195643,0.0000,46,960,0,744
1082228,四川,2018-07-02,1,9,8,0.875,8,4,0,32,0,812,818,0,0,0,0,0,0,0,1917285,41536,1045,41320,639,17,20016,9,20050,7,0.4844,0.5625,2,0,0,42.00,0.00,0.00,3912,1,1430,1,1037,8296000,35399,1637841,0.0006,0,-46972,6,594
1090484,辽宁,2018-07-02,1,NULL,8,NULL,8,NULL,NULL,15,0,812,816,16310,305,16310,96,0,209,0,699674,11666,0,8714,145,0,4229,0,4461,0,0.4853,0.0000,1,0,0,3.00,0.00,0.00,1742,1,317,0,247,1976000,7654,615159,0.0137,0,4320,4,620
1094881,辽宁,2018-07-02,1,8,8,0.214285714286,8,11,0,14,0,813,816,1338,2,1338,2,0,0,0,903884,30807,8881,7008,105,27,3138,10,3270,8,0.4478,0.5556,0,0,0,0.00,0.00,0.00,682,3,680,2,353,2824000,6484,726952,0.0836,0,-3000,3,0
1106230,辽宁,2018-07-02,0,8,8,-0.0769230769231,8,14,0,13,0,814,814,0,0,0,0,0,0,0,1218870,14583,3348,11170,123,24,3958,5,7157,19,0.3543,0.2083,0,0,0,0.00,0.00,0.00,1628,11,942,10,778,6224000,7524,790134,0.0000,3,-28790,0,0
1107342,四川,2018-07-02,1,8,8,-2.92857142857,8,55,0,14,0,812,814,8833570,36,45940,36,8787630,0,0,665042,36114,36114,9778,540,540,4956,248,4210,256,0.5069,0.4921,3,0,0,10.00,0.00,0.00,448,11,69,0,26,208000,9019,614283,0.0084,0,-7200,2,786
1111490,四川,2018-07-02,0,8,8,0.325,8,27,0,40,0,813,813,13950,307,13950,307,0,0,1,927082,38800,12284,15816,948,289,4371,45,10794,203,0.2764,0.1815,5,0,0,34.50,0.00,0.00,1328,12,282,2,189,1512000,7966,497916,0.1152,19,2200,0,124
1111730,四川,2018-07-02,0,8,8,-0.0909090909091,8,24,0,22,0,813,813,0,0,0,0,0,0,0,542117,21507,3750,7338,290,52,3478,28,3325,22,0.4740,0.5600,0,0,0,0.00,0.00,0.00,541,11,198,7,132,1056000,6655,492438,0.0002,1,-12360,0,0
