fbpid,fuid,latest_login_time,lifespan,pay_sum,coin_sum,get_pay,get_win,get_sys,get_duihuan,senior,profession,personal,middle,low
384C601DAA0369E7BB9AECC1D53D3437,1002348033,2018-07-30,264,0.00,11000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000
384C601DAA0369E7BB9AECC1D53D3437,1002353776,2018-02-18,101,0.00,42000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,17.7300,82.2700
384C601DAA0369E7BB9AECC1D53D3437,1002449614,2018-02-20,67,0.00,132056,0.0000,49.6746,50.3254,0.0000,0.0000,0.0000,25.5900,0.0000,74.4100
384C601DAA0369E7BB9AECC1D53D3437,1002774494,2018-04-11,24,6.95,191000,85.2618,0.0000,14.7382,0.0000,0.9400,0.0000,0.0000,17.8900,81.1700
384C601DAA0369E7BB9AECC1D53D3437,1002995874,2018-08-25,77,0.00,130990,0.0000,59.5219,40.4781,0.0000,0.0000,0.0000,0.0000,1.8500,98.1500
384C601DAA0369E7BB9AECC1D53D3437,1003025503,2018-06-30,1,0.00,2000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000
384C601DAA0369E7BB9AECC1D53D3437,1003035621,2018-08-08,33,0.00,6000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000
BD5FDCFA71A9CD5313766DAE14B56F9F,1002268081,2018-08-25,309,0.00,899443,0.0000,40.1957,59.8043,0.0000,0.6500,0.0000,0.0000,4.9100,94.4400
BD5FDCFA71A9CD5313766DAE14B56F9F,1002455699,2018-08-26,251,0.00,463364,0.0000,0.9353,99.0647,0.0000,9.4000,0.0000,0.0000,9.4600,81.1400
BD5FDCFA71A9CD5313766DAE14B56F9F,1002746429,2018-06-02,85,0.00,130020,0.0000,68.0197,31.9803,0.0000,6.3000,0.0000,0.0000,23.5900,70.1000
BD5FDCFA71A9CD5313766DAE14B56F9F,1002835632,2018-08-26,144,0.00,447830,0.0000,42.1885,57.8115,0.0000,0.6100,0.0000,0.0000,14.3100,85.0800
BD5FDCFA71A9CD5313766DAE14B56F9F,1002860992,2018-04-30,21,0.99,46000,56.7474,0.0000,43.2526,0.0000,0.0000,0.0000,0.0000,87.9300,12.0700
BD5FDCFA71A9CD5313766DAE14B56F9F,1002896000,2018-06-01,44,0.00,100157,0.0000,23.3287,76.6713,0.0000,3.8200,0.0000,0.0000,16.1300,80.0500
BD5FDCFA71A9CD5313766DAE14B56F9F,1002980113,2018-07-25,56,0.00,220602,0.0000,19.7785,80.2215,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000
BD5FDCFA71A9CD5313766DAE14B56F9F,1003088451,2018-08-05,1,0.00,2000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
384C601DAA0369E7BB9AECC1D53D3437,1002725437,2018-03-06,2,0.00,4000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000
384C601DAA0369E7BB9AECC1D53D3437,1002850583,2018-08-26,141,0.00,2311339,0.0000,24.3818,75.6182,0.0000,6.0400,0.0000,0.0000,18.3800,75.5800
384C601DAA0369E7BB9AECC1D53D3437,1002912917,2018-07-30,96,0.00,543765,0.0000,41.2572,58.7428,0.0000,0.3100,0.0000,31.1800,1.8400,66.6800
384C601DAA0369E7BB9AECC1D53D3437,1003039025,2018-07-09,1,0.00,2000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
BD5FDCFA71A9CD5313766DAE14B56F9F,1002296093,2018-08-26,306,0.00,4666397,0.0000,30.3503,69.6497,0.0000,6.4500,0.1100,0.0000,14.7100,78.7300
BD5FDCFA71A9CD5313766DAE14B56F9F,1002365397,2018-07-23,252,0.00,13236,0.0000,25.4678,74.5322,0.0000,92.4900,0.0000,0.0000,0.0000,7.5100
BD5FDCFA71A9CD5313766DAE14B56F9F,1002624943,2018-07-14,155,0.00,690677,0.0000,13.1788,86.8212,0.0000,1.2000,0.0000,0.0000,5.8700,92.9300
BD5FDCFA71A9CD5313766DAE14B56F9F,1002833635,2018-08-24,143,0.00,1578842,0.0000,31.9617,68.0383,0.0000,0.0000,0.0000,0.0000,33.5100,66.4900
BD5FDCFA71A9CD5313766DAE14B56F9F,1002848810,2018-04-10,3,0.00,4500,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000
BD5FDCFA71A9CD5313766DAE14B56F9F,1002886558,2018-05-14,30,0.00,95124,0.0000,31.3662,68.6338,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000
BD5FDCFA71A9CD5313766DAE14B56F9F,1002942628,2018-05-11,1,0.00,9500,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000
BD5FDCFA71A9CD5313766DAE14B56F9F,1002983468,2018-06-05,4,0.00,4000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,82.7600,0.0000,17.2400
BD5FDCFA71A9CD5313766DAE14B56F9F,1003006487,2018-08-13,58,0.00,246630,0.0000,6.2239,93.7761,0.0000,0.0000,0.0000,0.0000,18.2600,81.7400
BD5FDCFA71A9CD5313766DAE14B56F9F,1003071846,2018-08-25,30,0.00,52886,0.0000,13.6049,86.3951,0.0000,0.0000,0.0000,42.4000,0.0000,57.6000
BD5FDCFA71A9CD5313766DAE14B56F9F,1003080167,2018-08-20,20,0.00,51108,0.0000,24.6818,75.3182,0.0000,0.0000,0.0000,98.7700,0.1200,1.1100
384C601DAA0369E7BB9AECC1D53D3437,1002371573,2018-06-28,225,0.00,626619,0.0000,44.3975,37.5368,0.0000,16.4900,0.0000,0.0000,79.5900,3.9100
384C601DAA0369E7BB9AECC1D53D3437,1002557199,2018-06-15,151,0.00,283825,0.0000,15.1205,84.8795,0.0000,0.0000,0.0000,4.3100,0.0000,95.6900
384C601DAA0369E7BB9AECC1D53D3437,1002613724,2018-08-12,189,0.00,191686,0.0000,73.6071,26.3929,0.0000,0.0000,0.0000,0.0000,8.8800,91.1200
384C601DAA0369E7BB9AECC1D53D3437,1002727902,2018-03-06,1,0.00,2000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
384C601DAA0369E7BB9AECC1D53D3437,1002778401,2018-03-25,6,0.00,41000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000
384C601DAA0369E7BB9AECC1D53D3437,1002844377,2018-05-31,55,0.00,153996,0.0000,27.1010,72.8990,0.0000,0.0000,0.0000,0.0000,1.1800,98.8200
384C601DAA0369E7BB9AECC1D53D3437,1003049310,2018-08-26,44,0.00,233600,0.0000,6.2965,93.7035,0.0000,0.0000,0.0000,0.0000,4.1200,95.8800
BD5FDCFA71A9CD5313766DAE14B56F9F,1002210079,2018-08-26,331,0.00,1123578,0.0000,50.8705,49.1295,0.0000,0.4900,0.0000,0.0000,8.3100,91.2000
BD5FDCFA71A9CD5313766DAE14B56F9F,1002319450,2018-08-26,300,0.00,1262437,0.0000,7.7443,92.2557,0.0000,6.0300,0.0000,0.0000,16.0300,77.9400
BD5FDCFA71A9CD5313766DAE14B56F9F,1002324305,2018-06-22,233,0.00,51000,0.0000,0.0000,100.0000,0.0000,0.3800,0.0000,0.0000,8.7800,90.8400
BD5FDCFA71A9CD5313766DAE14B56F9F,1002592520,2018-08-26,211,0.00,968582,0.0000,34.6634,64.8966,0.0000,6.1000,0.0000,0.0000,36.8100,57.0900
BD5FDCFA71A9CD5313766DAE14B56F9F,1002652948,2018-08-19,181,1.98,948811,8.0224,11.8746,80.0450,0.0000,0.0000,0.0000,0.0000,2.3300,97.6700
BD5FDCFA71A9CD5313766DAE14B56F9F,1002746582,2018-03-11,1,0.00,2000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000
BD5FDCFA71A9CD5313766DAE14B56F9F,1002966716,2018-08-25,94,0.00,213348,0.0000,45.4460,54.5540,0.0000,0.8000,0.0000,0.0000,2.2000,97.0100
BD5FDCFA71A9CD5313766DAE14B56F9F,1003002216,2018-08-26,73,0.00,427298,0.0000,54.8820,45.1180,0.0000,0.0000,0.0000,0.0000,2.7600,97.2400
384C601DAA0369E7BB9AECC1D53D3437,1002519329,2018-08-26,234,0.00,5785466,0.0000,84.3955,15.6045,0.0000,6.6100,0.0000,0.0000,45.3900,48.0000
384C601DAA0369E7BB9AECC1D53D3437,1002614006,2018-08-25,202,0.00,1190565,0.0000,8.1786,91.8214,0.0000,0.0000,0.0000,0.0000,11.5100,88.4900
384C601DAA0369E7BB9AECC1D53D3437,1002912056,2018-08-26,124,0.00,1141992,0.0000,35.6705,64.3295,0.0000,0.8300,0.0000,0.0000,13.4200,85.7400
384C601DAA0369E7BB9AECC1D53D3437,1002972806,2018-05-31,5,0.00,12832,0.0000,39.3204,60.6796,0.0000,0.0000,0.0000,60.1200,0.0000,39.8800
384C601DAA0369E7BB9AECC1D53D3437,1002982792,2018-08-26,86,0.00,692616,0.0000,52.9396,47.0604,0.0000,9.3900,0.0000,0.0000,26.8400,63.7700
384C601DAA0369E7BB9AECC1D53D3437,1003037834,2018-07-19,12,0.00,159156,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000
BD5FDCFA71A9CD5313766DAE14B56F9F,1002250941,2018-03-01,133,0.00,270281,0.0000,79.8282,20.1718,0.0000,3.3200,0.6100,0.0000,24.1000,71.9700
BD5FDCFA71A9CD5313766DAE14B56F9F,1002265270,2018-08-25,309,0.00,8692675,0.0000,97.3364,2.6636,0.0000,0.6500,0.0000,0.0000,97.4100,1.9500
BD5FDCFA71A9CD5313766DAE14B56F9F,1002279864,2018-04-02,163,0.00,1937658,0.0000,87.4053,12.5947,0.0000,12.8600,6.0700,0.0000,47.1700,33.8900
BD5FDCFA71A9CD5313766DAE14B56F9F,1002439593,2018-08-26,257,0.00,3002691,0.0000,34.1640,65.8360,0.0000,1.3400,0.0000,0.0000,9.5800,89.0800
BD5FDCFA71A9CD5313766DAE14B56F9F,1002596677,2018-03-13,44,0.00,150943,0.0000,68.5109,31.4891,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000
BD5FDCFA71A9CD5313766DAE14B56F9F,1002610507,2018-03-09,34,0.00,25720,0.0000,67.5325,32.4675,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000
BD5FDCFA71A9CD5313766DAE14B56F9F,1002731559,2018-08-15,162,0.00,1009948,0.0000,70.5608,28.8728,0.0000,32.6700,0.0000,1.6900,11.5200,54.1200
BD5FDCFA71A9CD5313766DAE14B56F9F,1002861520,2018-04-29,20,0.00,26000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000
BD5FDCFA71A9CD5313766DAE14B56F9F,1002867470,2018-06-11,62,0.00,235473,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,3.4300,96.5700
BD5FDCFA71A9CD5313766DAE14B56F9F,1003006969,2018-07-15,28,0.00,2000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000
384C601DAA0369E7BB9AECC1D53D3437,1002485917,2018-08-17,231,0.00,547309,0.0000,25.7275,74.2725,0.0000,0.4100,0.0000,0.0000,7.0900,92.5000
384C601DAA0369E7BB9AECC1D53D3437,1002599456,2018-06-29,151,0.00,574634,0.0000,61.8566,38.1434,0.0000,0.7400,0.0000,0.6100,14.4300,84.2200
384C601DAA0369E7BB9AECC1D53D3437,1002837080,2018-04-08,4,0.00,40000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000
384C601DAA0369E7BB9AECC1D53D3437,1002919915,2018-07-11,74,44.94,665525,46.3697,26.2588,14.3165,0.0000,0.0600,0.0000,0.0000,31.9000,68.0400
384C601DAA0369E7BB9AECC1D53D3437,1002964823,2018-08-19,89,0.00,282492,0.0000,4.2005,95.7995,0.0000,0.0000,0.0000,0.0000,12.7200,87.2800
384C601DAA0369E7BB9AECC1D53D3437,1002984858,2018-07-28,56,0.00,168974,0.0000,25.3480,74.6520,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000
BD5FDCFA71A9CD5313766DAE14B56F9F,1002331184,2018-08-26,296,0.00,1352931,0.0000,15.5791,82.9001,0.0000,7.3000,0.8900,0.0000,26.5700,65.2400
BD5FDCFA71A9CD5313766DAE14B56F9F,1002431205,2018-08-26,259,0.00,503240,0.0000,4.2291,95.7709,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000
BD5FDCFA71A9CD5313766DAE14B56F9F,1002445906,2018-03-27,103,0.00,794238,0.0000,12.2126,77.7949,0.0000,0.0000,0.0000,0.0000,1.2900,98.7100
BD5FDCFA71A9CD5313766DAE14B56F9F,1002449579,2018-04-02,108,0.00,666332,0.0000,65.0720,34.9280,0.0000,0.0000,0.0000,0.0000,5.0400,94.9600
BD5FDCFA71A9CD5313766DAE14B56F9F,1002946996,2018-08-18,98,0.00,417352,0.0000,53.3895,46.6105,0.0000,0.1200,0.0000,6.2900,5.7400,87.8500
BD5FDCFA71A9CD5313766DAE14B56F9F,1003052886,2018-07-16,1,0.00,2000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000
BD5FDCFA71A9CD5313766DAE14B56F9F,1003113450,2018-08-26,8,0.00,239001,0.0000,46.9064,53.0936,0.0000,0.0000,0.0000,0.0000,7.1300,92.8700
384C601DAA0369E7BB9AECC1D53D3437,1002363312,2018-08-26,287,0.00,2132812,0.0000,60.6114,39.2742,0.0000,0.3200,0.0000,0.0000,18.6100,81.0700
384C601DAA0369E7BB9AECC1D53D3437,1002871779,2018-08-26,137,0.00,807421,0.0000,65.8813,34.1187,0.0000,1.4400,0.0000,0.0000,1.8400,96.7200
384C601DAA0369E7BB9AECC1D53D3437,1002893485,2018-08-26,131,0.00,929717,0.0000,37.7242,61.7063,0.0000,0.0000,0.0000,0.0000,6.6800,93.3200
BD5FDCFA71A9CD5313766DAE14B56F9F,1002244620,2018-04-25,189,0.00,52098,0.0000,6.9092,93.0908,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000
BD5FDCFA71A9CD5313766DAE14B56F9F,1002251863,2018-07-22,276,0.00,886549,0.0000,38.4915,61.3015,0.0000,0.5900,0.0000,0.0000,18.9600,80.4600
BD5FDCFA71A9CD5313766DAE14B56F9F,1002283910,2018-08-26,308,0.00,2136299,0.0000,51.6010,48.3990,0.0000,0.5900,0.1400,0.0000,20.0100,79.2600
BD5FDCFA71A9CD5313766DAE14B56F9F,1002358603,2018-07-15,247,0.00,23864,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000
BD5FDCFA71A9CD5313766DAE14B56F9F,1002525694,2018-08-26,232,0.00,2825895,0.0000,59.9791,40.0209,0.0000,3.0100,0.0000,0.0000,10.1500,86.8400
BD5FDCFA71A9CD5313766DAE14B56F9F,1002697416,2018-06-09,101,0.00,185000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000
BD5FDCFA71A9CD5313766DAE14B56F9F,1002745922,2018-05-18,70,0.00,361358,0.0000,32.9726,67.0274,0.0000,0.0000,0.0000,0.0000,1.6200,98.3800
BD5FDCFA71A9CD5313766DAE14B56F9F,1002965912,2018-06-01,10,0.00,10000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000
BD5FDCFA71A9CD5313766DAE14B56F9F,1003024322,2018-07-13,14,0.00,67450,0.0000,36.3057,63.6943,0.0000,0.0000,0.0000,22.9400,0.0000,77.0600
384C601DAA0369E7BB9AECC1D53D3437,1002576336,2018-04-29,98,0.00,98244,0.0000,8.0603,91.9397,0.0000,0.0000,0.0000,0.0000,2.2800,97.7200
384C601DAA0369E7BB9AECC1D53D3437,1002638019,2018-08-23,189,0.00,98870,0.0000,47.7698,52.2302,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000
384C601DAA0369E7BB9AECC1D53D3437,1002912434,2018-07-12,79,0.00,171385,0.0000,24.0705,75.9295,0.0000,0.0000,0.0000,7.8700,0.0000,92.1300
384C601DAA0369E7BB9AECC1D53D3437,1002946793,2018-05-13,1,0.00,2000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
384C601DAA0369E7BB9AECC1D53D3437,1002972509,2018-08-26,92,0.00,630144,0.0000,63.4306,17.3098,0.0000,3.5700,0.0000,0.0000,20.5900,75.8300
BD5FDCFA71A9CD5313766DAE14B56F9F,1002247367,2018-08-26,312,0.00,2781730,0.0000,58.2987,40.1551,0.0000,0.6200,0.0600,0.0000,9.4300,89.8900
BD5FDCFA71A9CD5313766DAE14B56F9F,1002265322,2018-03-11,142,0.00,433806,0.0000,49.8478,50.1522,0.0000,5.9500,4.6500,0.0000,17.7300,71.6700
BD5FDCFA71A9CD5313766DAE14B56F9F,1002632569,2018-04-18,65,0.00,59296,0.0000,38.2790,61.7210,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000
BD5FDCFA71A9CD5313766DAE14B56F9F,1002690573,2018-04-18,49,0.00,110344,0.0000,61.8793,38.1207,0.0000,0.0000,0.0000,0.0000,0.2700,99.7300
BD5FDCFA71A9CD5313766DAE14B56F9F,1002768027,2018-06-17,93,0.00,196706,0.0000,27.2580,72.7420,0.0000,0.0000,0.0000,20.6900,1.9100,77.4100
BD5FDCFA71A9CD5313766DAE14B56F9F,1002814616,2018-08-22,144,0.00,1348696,0.0000,3.2294,96.7706,0.0000,0.0000,0.0000,0.0000,0.5500,99.4500
BD5FDCFA71A9CD5313766DAE14B56F9F,1002965996,2018-06-26,35,0.00,98530,0.0000,2.9557,97.0443,0.0000,10.9000,0.0000,0.0000,18.8100,70.3000
BD5FDCFA71A9CD5313766DAE14B56F9F,1002991309,2018-08-26,81,0.00,317784,0.0000,39.0693,60.9307,0.0000,0.0000,0.0000,0.0000,0.9800,99.0200
BD5FDCFA71A9CD5313766DAE14B56F9F,1003002183,2018-08-26,74,0.00,526332,0.0000,25.4389,74.5611,0.0000,2.4100,0.0000,0.0000,32.1900,65.4100
BD5FDCFA71A9CD5313766DAE14B56F9F,1003081577,2018-08-26,25,412.87,16478074,67.7010,31.2415,1.0576,0.0000,12.6100,0.0000,71.0900,12.1800,4.1200
BD5FDCFA71A9CD5313766DAE14B56F9F,1003089503,2018-08-22,17,0.00,87698,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,8.0800,91.9200
384C601DAA0369E7BB9AECC1D53D3437,1002228016,2018-08-14,306,0.00,372500,0.0000,0.0000,100.0000,0.0000,17.6000,0.0000,0.0000,5.4700,76.9300
384C601DAA0369E7BB9AECC1D53D3437,1002756819,2018-08-26,167,0.00,1801156,0.0000,28.5934,71.4066,0.0000,0.0000,0.0000,0.0900,1.0400,98.8700
384C601DAA0369E7BB9AECC1D53D3437,1002981575,2018-06-01,1,0.00,2000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
384C601DAA0369E7BB9AECC1D53D3437,1003008413,2018-06-19,1,0.00,4500,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000
BD5FDCFA71A9CD5313766DAE14B56F9F,1002579236,2018-08-26,216,0.00,357735,0.0000,47.4049,27.0078,0.0000,5.5200,0.0000,9.3700,46.6700,38.4400
BD5FDCFA71A9CD5313766DAE14B56F9F,1002745455,2018-08-04,148,0.00,2437288,0.0000,59.4709,39.0035,1.5256,6.9300,0.0000,0.0000,29.5400,63.5300
384C601DAA0369E7BB9AECC1D53D3437,1002415016,2018-04-07,124,0.00,21500,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
384C601DAA0369E7BB9AECC1D53D3437,1002580455,2018-07-25,183,0.00,156160,0.0000,2.9216,97.0784,0.0000,0.0000,0.0000,7.2100,0.0000,92.7900
384C601DAA0369E7BB9AECC1D53D3437,1002861854,2018-04-10,1,0.00,2000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
384C601DAA0369E7BB9AECC1D53D3437,1003000818,2018-06-19,6,0.00,31500,0.0000,0.0000,100.0000,0.0000,6.4300,0.0000,0.0000,21.5300,72.0400
BD5FDCFA71A9CD5313766DAE14B56F9F,1002246493,2018-08-10,296,0.00,979267,0.0000,63.5103,36.4897,0.0000,6.0200,0.0000,0.0000,19.8800,74.1000
BD5FDCFA71A9CD5313766DAE14B56F9F,1002601705,2018-03-02,31,0.00,9000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000
BD5FDCFA71A9CD5313766DAE14B56F9F,1002646670,2018-03-09,20,0.00,104500,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000
BD5FDCFA71A9CD5313766DAE14B56F9F,1002719413,2018-03-22,19,0.00,152244,0.0000,47.2849,52.7151,0.0000,0.0000,0.0000,3.2800,18.8600,77.8600
BD5FDCFA71A9CD5313766DAE14B56F9F,1002922699,2018-08-05,98,0.00,181397,0.0000,40.5013,59.4987,0.0000,0.0000,0.0000,18.4200,4.2000,77.3800
BD5FDCFA71A9CD5313766DAE14B56F9F,1002930235,2018-06-21,49,0.00,244357,0.0000,24.1531,75.8469,0.0000,0.0000,0.0000,6.5100,3.1900,90.3000
BD5FDCFA71A9CD5313766DAE14B56F9F,1003012981,2018-08-26,66,0.00,804533,0.0000,73.4351,26.5649,0.0000,1.3400,0.0000,0.0000,20.3300,78.3300
384C601DAA0369E7BB9AECC1D53D3437,1002332423,2018-04-24,171,0.00,470031,0.0000,12.8151,87.1849,0.0000,0.0000,0.0700,0.0000,2.8700,97.0500
384C601DAA0369E7BB9AECC1D53D3437,1002381163,2018-05-07,170,0.00,413211,0.0000,42.8054,57.1946,0.0000,0.0000,0.0000,0.0000,0.9700,99.0300
384C601DAA0369E7BB9AECC1D53D3437,1002555969,2018-03-22,67,0.00,127800,0.0000,30.9560,69.0440,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000
384C601DAA0369E7BB9AECC1D53D3437,1002626492,2018-04-08,57,0.00,42000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000
384C601DAA0369E7BB9AECC1D53D3437,1002663681,2018-06-24,123,0.00,23000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000
384C601DAA0369E7BB9AECC1D53D3437,1002736310,2018-04-04,28,0.00,150136,0.0000,14.9940,85.0060,0.0000,0.0000,0.0000,50.5500,0.3600,49.0900
384C601DAA0369E7BB9AECC1D53D3437,1002742270,2018-03-09,1,0.00,2000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000
BD5FDCFA71A9CD5313766DAE14B56F9F,1002287136,2018-08-26,307,0.00,2257391,0.0000,59.3562,40.6438,0.0000,27.6500,0.0000,0.0000,37.9000,34.4500
BD5FDCFA71A9CD5313766DAE14B56F9F,1002308704,2018-03-10,133,0.00,57748,0.0000,17.8954,82.1046,0.0000,0.0000,0.0000,0.0000,1.0500,98.9500
BD5FDCFA71A9CD5313766DAE14B56F9F,1002436747,2018-07-10,211,0.00,64564,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,20.1200,26.9500,52.9300
BD5FDCFA71A9CD5313766DAE14B56F9F,1002528416,2018-08-26,232,0.00,1605529,0.0000,43.9360,56.0640,0.0000,1.6000,0.0000,5.1800,30.3900,62.8200
BD5FDCFA71A9CD5313766DAE14B56F9F,1002610657,2018-05-02,88,0.00,232024,0.0000,5.2375,94.7625,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000
BD5FDCFA71A9CD5313766DAE14B56F9F,1002683899,2018-02-28,2,0.00,2000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
BD5FDCFA71A9CD5313766DAE14B56F9F,1002703291,2018-08-14,166,0.00,774593,0.0000,25.2592,74.7408,0.0000,3.4100,0.0000,0.0000,11.4100,85.1800
BD5FDCFA71A9CD5313766DAE14B56F9F,1002706975,2018-08-26,178,0.00,5986551,0.0000,70.9854,28.3059,0.7087,39.2800,0.0000,0.0000,16.9300,43.7900
BD5FDCFA71A9CD5313766DAE14B56F9F,1002824469,2018-05-10,38,0.00,387349,0.0000,50.9375,49.0625,0.0000,1.1900,0.0000,0.0000,22.5400,76.2700
BD5FDCFA71A9CD5313766DAE14B56F9F,1002964036,2018-05-29,8,0.00,2000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
384C601DAA0369E7BB9AECC1D53D3437,1002356632,2018-07-23,255,0.00,35500,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000
384C601DAA0369E7BB9AECC1D53D3437,1002368501,2018-08-26,285,22.88,1749204,15.4538,29.8857,54.6606,0.0000,0.0000,0.0000,0.0000,0.8000,99.2000
384C601DAA0369E7BB9AECC1D53D3437,1002530211,2018-04-16,99,0.00,8000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000
384C601DAA0369E7BB9AECC1D53D3437,1002539204,2018-03-18,68,0.00,84266,0.0000,5.5248,94.4752,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000
384C601DAA0369E7BB9AECC1D53D3437,1002702576,2018-03-15,14,2.98,86950,41.4390,0.0000,58.5610,0.0000,0.0000,0.0000,0.0000,11.0000,89.0000
384C601DAA0369E7BB9AECC1D53D3437,1002797890,2018-03-27,1,0.00,2500,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000
384C601DAA0369E7BB9AECC1D53D3437,1002845984,2018-08-12,127,0.00,298876,0.0000,89.6399,10.3601,0.0000,14.8500,0.0000,0.0000,37.9000,47.2500
384C601DAA0369E7BB9AECC1D53D3437,1002913505,2018-07-13,79,0.00,8000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000
384C601DAA0369E7BB9AECC1D53D3437,1003057051,2018-07-19,1,0.00,2000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000
384C601DAA0369E7BB9AECC1D53D3437,1003122923,2018-08-26,2,0.00,22000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000
BD5FDCFA71A9CD5313766DAE14B56F9F,1002322473,2018-08-26,299,0.00,2800589,0.0000,70.2560,28.4823,1.2617,0.0000,0.0000,0.0000,1.2000,98.8000
BD5FDCFA71A9CD5313766DAE14B56F9F,1002493208,2018-02-06,37,0.00,312141,0.0000,52.2634,47.7366,0.0000,0.0000,0.0000,0.0000,2.9700,97.0300
BD5FDCFA71A9CD5313766DAE14B56F9F,1002686941,2018-08-26,180,0.00,2060609,0.0000,39.6938,57.7250,0.0000,1.1000,0.0000,0.0000,10.0000,88.9000
BD5FDCFA71A9CD5313766DAE14B56F9F,1002687344,2018-07-24,147,0.00,628749,0.0000,53.8937,46.1063,0.0000,3.5400,0.0000,0.0000,12.2400,84.2200
BD5FDCFA71A9CD5313766DAE14B56F9F,1002707605,2018-04-12,42,0.00,223966,0.0000,11.6096,88.3904,0.0000,1.6500,0.0000,0.0000,12.1800,86.1600
BD5FDCFA71A9CD5313766DAE14B56F9F,1002775208,2018-08-26,161,0.00,715109,0.0000,6.4759,93.5241,0.0000,1.1900,0.0000,71.9200,1.7300,25.1500
BD5FDCFA71A9CD5313766DAE14B56F9F,1002798309,2018-07-13,109,0.00,473605,0.0000,18.3472,81.6528,0.0000,0.0000,0.0000,20.6000,0.0000,79.4000
