fbpid,fuid,lifespan,pay_sum,latest_login_time,null,付费,赢牌获得,系统产出,兑换,null,高级场,职业场,私人场,中级场,新手场
384C601DAA0369E7BB9AECC1D53D3437,1002850550,1,0.00,2018-04-08,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
384C601DAA0369E7BB9AECC1D53D3437,1002863184,101,0.00,2018-07-19,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.5600,86.4400
384C601DAA0369E7BB9AECC1D53D3437,1002939317,22,0.00,2018-05-30,0.0000,0.0000,73.5450,26.4550,0.0000,0.0000,0.0000,0.0000,88.4500,0.0000,11.5500
384C601DAA0369E7BB9AECC1D53D3437,1003003096,70,0.00,2018-08-23,0.0000,0.0000,77.9620,22.0380,0.0000,0.0000,0.0000,0.0000,0.0000,2.9400,97.0600
384C601DAA0369E7BB9AECC1D53D3437,1003010599,26,0.99,2018-07-15,0.0000,28.1955,0.0000,71.8045,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000
BD5FDCFA71A9CD5313766DAE14B56F9F,1002622192,144,0.00,2018-07-02,0.0000,0.0000,89.1159,10.8841,0.0000,0.0000,0.0000,0.0000,0.0000,8.5000,91.5000
BD5FDCFA71A9CD5313766DAE14B56F9F,1002692550,73,0.00,2018-05-12,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000
BD5FDCFA71A9CD5313766DAE14B56F9F,1002785408,151,0.00,2018-08-19,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000
BD5FDCFA71A9CD5313766DAE14B56F9F,1003038972,1,0.00,2018-07-09,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
BD5FDCFA71A9CD5313766DAE14B56F9F,1003063623,1,0.00,2018-07-23,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000
384C601DAA0369E7BB9AECC1D53D3437,1002364828,142,0.00,2018-04-03,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000
384C601DAA0369E7BB9AECC1D53D3437,1002538619,67,0.00,2018-03-17,0.0000,0.0000,2.5869,97.4131,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000
384C601DAA0369E7BB9AECC1D53D3437,1002639622,1,0.00,2018-02-16,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000
384C601DAA0369E7BB9AECC1D53D3437,1003001714,74,0.00,2018-08-26,0.0000,0.0000,29.5571,70.4429,0.0000,0.0000,0.0000,0.0000,0.0000,0.1100,99.8900
BD5FDCFA71A9CD5313766DAE14B56F9F,1002328815,297,0.00,2018-08-26,0.0000,0.0000,12.0892,86.2182,0.0000,0.0000,11.0500,0.0000,0.0000,14.8600,74.0900
BD5FDCFA71A9CD5313766DAE14B56F9F,1002504300,97,9.93,2018-04-09,0.0000,25.5892,13.7918,60.6189,0.0000,0.0000,0.5400,0.0000,0.0000,9.8200,89.6500
BD5FDCFA71A9CD5313766DAE14B56F9F,1002590812,65,0.00,2018-04-01,0.0000,0.0000,19.4018,80.5982,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000
BD5FDCFA71A9CD5313766DAE14B56F9F,1002607258,1,0.00,2018-02-03,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
BD5FDCFA71A9CD5313766DAE14B56F9F,1002630175,95,0.00,2018-05-17,0.0000,0.0000,5.2216,94.7784,0.0000,0.0000,0.0000,0.0000,0.0000,1.3100,98.6900
BD5FDCFA71A9CD5313766DAE14B56F9F,1002766724,2,0.00,2018-03-17,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
BD5FDCFA71A9CD5313766DAE14B56F9F,1002844645,44,0.00,2018-05-20,0.0000,0.0000,40.3805,59.6195,0.0000,0.0000,0.9900,0.0000,34.7100,20.5900,43.7100
BD5FDCFA71A9CD5313766DAE14B56F9F,1002849593,141,0.00,2018-08-26,0.0000,0.0000,16.9251,83.0749,0.0000,0.0000,5.4800,0.0000,0.0000,9.5100,85.0100
BD5FDCFA71A9CD5313766DAE14B56F9F,1002870328,9,0.00,2018-04-19,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
BD5FDCFA71A9CD5313766DAE14B56F9F,1002932247,76,0.00,2018-07-19,0.0000,0.0000,17.1839,82.8161,0.0000,0.0000,0.0000,0.0000,0.0000,1.5300,98.4700
BD5FDCFA71A9CD5313766DAE14B56F9F,1003117080,1,0.00,2018-08-22,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000
BD5FDCFA71A9CD5313766DAE14B56F9F,1003124063,1,0.00,2018-08-26,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
384C601DAA0369E7BB9AECC1D53D3437,1002457807,213,0.00,2018-07-20,0.0000,0.0000,40.2977,59.7023,0.0000,0.0000,0.0000,0.0000,0.0000,3.1000,96.9000
384C601DAA0369E7BB9AECC1D53D3437,1002613711,8,0.00,2018-02-12,0.0000,0.0000,22.3854,77.6146,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000
384C601DAA0369E7BB9AECC1D53D3437,1002616408,78,0.00,2018-04-25,0.0000,0.0000,38.7466,61.2534,0.0000,0.0000,0.0000,0.0000,0.0000,0.2900,99.7100
384C601DAA0369E7BB9AECC1D53D3437,1002696233,103,0.00,2018-06-11,0.0000,0.0000,19.1255,80.8745,0.0000,0.0000,14.0800,0.0000,0.0000,25.7900,60.1300
384C601DAA0369E7BB9AECC1D53D3437,1002885566,74,0.00,2018-06-27,0.0000,0.0000,6.4941,93.5059,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000
384C601DAA0369E7BB9AECC1D53D3437,1002930668,1,0.00,2018-05-04,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
384C601DAA0369E7BB9AECC1D53D3437,1002960408,1,0.00,2018-05-21,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000
384C601DAA0369E7BB9AECC1D53D3437,1003101114,14,0.00,2018-08-25,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,37.4000,0.0000,62.6000
BD5FDCFA71A9CD5313766DAE14B56F9F,1002289329,307,0.00,2018-08-26,0.0000,0.0000,66.8435,33.1565,0.0000,0.0000,13.0300,0.0000,0.0000,39.3700,47.6000
BD5FDCFA71A9CD5313766DAE14B56F9F,1002577807,71,0.00,2018-04-03,0.0000,0.0000,42.7609,57.2391,0.0000,0.0000,0.0000,0.0000,0.0000,5.1300,94.8700
BD5FDCFA71A9CD5313766DAE14B56F9F,1002720867,7,0.00,2018-03-10,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,96.5700,0.0000,3.4300
BD5FDCFA71A9CD5313766DAE14B56F9F,1002754442,1,0.00,2018-03-13,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
BD5FDCFA71A9CD5313766DAE14B56F9F,1003025278,58,0.00,2018-08-26,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4900,99.5100
BD5FDCFA71A9CD5313766DAE14B56F9F,1003028111,19,0.00,2018-07-20,0.0000,0.0000,25.1773,74.8227,0.0000,0.0000,0.0000,0.0000,0.0000,8.9700,91.0300
BD5FDCFA71A9CD5313766DAE14B56F9F,1003081988,1,0.00,2018-08-02,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000
BD5FDCFA71A9CD5313766DAE14B56F9F,1003111604,2,0.00,2018-08-19,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
384C601DAA0369E7BB9AECC1D53D3437,1002596822,156,0.00,2018-07-03,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,66.7900,0.0000,33.2100
384C601DAA0369E7BB9AECC1D53D3437,1002736766,1,0.00,2018-03-08,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
384C601DAA0369E7BB9AECC1D53D3437,1002800161,152,0.00,2018-08-25,0.0000,0.0000,16.0305,83.9695,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000
384C601DAA0369E7BB9AECC1D53D3437,1003016238,29,0.00,2018-07-22,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,85.3200,0.0000,14.6800
384C601DAA0369E7BB9AECC1D53D3437,1003074280,3,0.00,2018-07-30,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000
BD5FDCFA71A9CD5313766DAE14B56F9F,1002370423,98,0.00,2018-02-20,0.0000,0.0000,21.9390,78.0610,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000
BD5FDCFA71A9CD5313766DAE14B56F9F,1002462963,232,0.00,2018-08-10,0.0000,0.0000,11.6061,78.2116,0.0000,0.0000,0.0000,0.0000,0.0000,2.7700,97.2300
BD5FDCFA71A9CD5313766DAE14B56F9F,1002635422,187,0.00,2018-08-20,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7800,99.2200
BD5FDCFA71A9CD5313766DAE14B56F9F,1002697065,179,0.00,2018-08-26,0.0000,0.0000,40.9357,57.6134,0.0000,0.0000,1.5800,0.0000,0.0000,12.8300,85.5900
BD5FDCFA71A9CD5313766DAE14B56F9F,1002711181,1,0.00,2018-03-03,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000
BD5FDCFA71A9CD5313766DAE14B56F9F,1002716000,1,0.00,2018-03-04,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000
BD5FDCFA71A9CD5313766DAE14B56F9F,1002723867,2,0.00,2018-03-06,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
BD5FDCFA71A9CD5313766DAE14B56F9F,1002864437,5,0.00,2018-04-14,0.0000,0.0000,76.3282,23.6718,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000
384C601DAA0369E7BB9AECC1D53D3437,1002305393,101,0.00,2018-02-05,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000
384C601DAA0369E7BB9AECC1D53D3437,1002466875,247,0.00,2018-08-26,0.0000,0.0000,38.6131,61.3869,0.0000,0.0000,0.0000,0.0000,0.0000,3.8400,96.1600
384C601DAA0369E7BB9AECC1D53D3437,1002492558,107,0.00,2018-04-17,0.0000,0.0000,26.6493,73.3507,0.0000,0.0000,0.9200,0.0000,0.0000,6.2800,92.8000
384C601DAA0369E7BB9AECC1D53D3437,1002631535,2,0.00,2018-02-14,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000
384C601DAA0369E7BB9AECC1D53D3437,1002786650,1,0.00,2018-03-23,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
384C601DAA0369E7BB9AECC1D53D3437,1003057013,1,0.00,2018-07-19,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000
BD5FDCFA71A9CD5313766DAE14B56F9F,1002357139,185,0.00,2018-05-14,0.0000,0.0000,32.0467,67.9533,0.0000,0.0000,0.0000,0.0000,0.0000,1.5100,98.4900
BD5FDCFA71A9CD5313766DAE14B56F9F,1002468344,57,0.00,2018-02-18,0.0000,0.0000,10.3681,89.6319,0.0000,0.0000,0.0000,0.0000,0.0000,0.1200,99.8800
BD5FDCFA71A9CD5313766DAE14B56F9F,1002877919,25,0.00,2018-05-07,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000
BD5FDCFA71A9CD5313766DAE14B56F9F,1002980941,36,0.00,2018-07-06,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000
BD5FDCFA71A9CD5313766DAE14B56F9F,1003051142,43,0.00,2018-08-26,0.0000,0.0000,9.4584,90.5416,0.0000,0.0000,0.0000,0.0000,1.7400,0.0000,98.2600
384C601DAA0369E7BB9AECC1D53D3437,1002358737,259,0.00,2018-07-27,0.0000,0.0000,70.8376,29.1624,0.0000,0.0000,15.5800,0.0000,0.0000,28.9500,55.4700
384C601DAA0369E7BB9AECC1D53D3437,1002424771,163,0.00,2018-05-22,0.0000,0.0000,33.1051,66.8949,0.0000,0.0000,0.0000,0.0000,0.0000,0.3300,99.6700
384C601DAA0369E7BB9AECC1D53D3437,1002496887,90,19.97,2018-04-01,0.0000,77.9703,10.3496,11.6801,0.0000,0.0000,0.0000,0.0000,6.7400,54.0200,39.2300
384C601DAA0369E7BB9AECC1D53D3437,1002517046,221,0.00,2018-08-13,0.0000,0.0000,61.2480,37.3194,1.4326,0.0000,9.8000,0.0000,5.8600,19.6800,64.6600
384C601DAA0369E7BB9AECC1D53D3437,1002756703,18,0.00,2018-03-30,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000
384C601DAA0369E7BB9AECC1D53D3437,1002984961,39,0.00,2018-07-11,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.3400,97.6600
BD5FDCFA71A9CD5313766DAE14B56F9F,1002640544,1,0.00,2018-02-16,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
BD5FDCFA71A9CD5313766DAE14B56F9F,1002733409,173,0.00,2018-08-26,0.0000,0.0000,23.2071,76.7929,0.0000,0.0000,0.8300,0.0000,0.0000,12.6500,86.5200
BD5FDCFA71A9CD5313766DAE14B56F9F,1002758391,1,0.00,2018-03-14,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000
BD5FDCFA71A9CD5313766DAE14B56F9F,1002797692,4,0.00,2018-03-30,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,95.7500,0.0000,4.2500
BD5FDCFA71A9CD5313766DAE14B56F9F,1002895045,40,0.00,2018-05-27,0.0000,0.0000,81.0082,18.9918,0.0000,0.0000,0.0000,0.0000,0.0000,0.7100,99.2900
BD5FDCFA71A9CD5313766DAE14B56F9F,1002970020,2,0.00,2018-05-26,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000
BD5FDCFA71A9CD5313766DAE14B56F9F,1002975123,17,0.00,2018-06-13,0.0000,0.0000,40.9640,59.0360,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000
BD5FDCFA71A9CD5313766DAE14B56F9F,1002978128,67,0.00,2018-08-04,0.0000,0.0000,28.2983,71.7017,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000
BD5FDCFA71A9CD5313766DAE14B56F9F,1002992325,56,0.00,2018-08-02,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,94.0400,0.0000,5.9600
BD5FDCFA71A9CD5313766DAE14B56F9F,1003058879,25,0.00,2018-08-13,0.0000,0.0000,20.5331,79.4669,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000
BD5FDCFA71A9CD5313766DAE14B56F9F,1003124197,1,0.00,2018-08-26,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000
384C601DAA0369E7BB9AECC1D53D3437,1002343133,147,0.00,2018-04-03,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.4700,91.5300
384C601DAA0369E7BB9AECC1D53D3437,1002652117,159,0.00,2018-07-27,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000
384C601DAA0369E7BB9AECC1D53D3437,1002753250,30,0.00,2018-04-10,0.0000,0.0000,55.3795,44.6205,0.0000,0.0000,0.0000,0.0000,12.3000,0.0000,87.7000
384C601DAA0369E7BB9AECC1D53D3437,1002773186,39,0.00,2018-04-25,0.0000,0.0000,18.5541,81.4459,0.0000,0.0000,1.4000,0.0000,0.0000,11.6500,86.9500
384C601DAA0369E7BB9AECC1D53D3437,1002808761,1,0.00,2018-03-30,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
384C601DAA0369E7BB9AECC1D53D3437,1002817955,1,0.00,2018-04-02,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
384C601DAA0369E7BB9AECC1D53D3437,1002966586,32,0.00,2018-06-24,0.0000,0.0000,57.9567,42.0433,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000
384C601DAA0369E7BB9AECC1D53D3437,1002978423,2,0.00,2018-05-31,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000
384C601DAA0369E7BB9AECC1D53D3437,1003120844,3,0.00,2018-08-26,0.0000,0.0000,93.2947,6.7053,0.0000,0.0000,0.0000,0.0000,0.0000,30.7400,69.2600
BD5FDCFA71A9CD5313766DAE14B56F9F,1002370977,80,0.00,2018-02-03,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000
BD5FDCFA71A9CD5313766DAE14B56F9F,1002775066,35,0.00,2018-04-22,0.0000,0.0000,69.0927,30.9073,0.0000,0.0000,1.0700,0.0000,0.0000,37.5300,61.4000
BD5FDCFA71A9CD5313766DAE14B56F9F,1002796153,154,0.00,2018-08-26,0.0000,0.0000,29.1376,70.8624,0.0000,0.0000,0.1700,0.0000,0.0000,5.0700,94.7600
384C601DAA0369E7BB9AECC1D53D3437,1002535277,46,0.00,2018-02-23,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.5400,85.4600
384C601DAA0369E7BB9AECC1D53D3437,1002652349,189,0.00,2018-08-26,0.0000,0.0000,39.3311,59.9951,0.0000,0.0000,0.0000,0.0000,0.0000,2.5800,97.4200
384C601DAA0369E7BB9AECC1D53D3437,1002662694,77,0.00,2018-05-09,0.0000,0.0000,17.1411,82.8589,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000
384C601DAA0369E7BB9AECC1D53D3437,1002773345,162,0.00,2018-08-26,0.0000,0.0000,30.3117,69.6883,0.0000,0.0000,0.0000,0.0000,0.0000,6.3600,93.6400
384C601DAA0369E7BB9AECC1D53D3437,1003100144,15,0.00,2018-08-25,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000
BD5FDCFA71A9CD5313766DAE14B56F9F,1002240391,121,0.00,2018-02-16,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,62.7900,0.0000,0.0000,37.2100,0.0000
BD5FDCFA71A9CD5313766DAE14B56F9F,1002268802,309,0.00,2018-08-25,0.0000,0.0000,11.8127,88.1873,0.0000,0.0000,0.0000,0.0000,2.3000,0.0000,97.7000
BD5FDCFA71A9CD5313766DAE14B56F9F,1002585054,22,0.00,2018-02-15,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000
BD5FDCFA71A9CD5313766DAE14B56F9F,1002694330,129,0.00,2018-07-07,0.0000,0.0000,3.4778,96.5222,0.0000,0.0000,0.0000,0.0000,0.0000,0.7000,99.3000
BD5FDCFA71A9CD5313766DAE14B56F9F,1002868251,1,0.00,2018-04-11,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
BD5FDCFA71A9CD5313766DAE14B56F9F,1002984212,47,0.00,2018-07-19,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000
BD5FDCFA71A9CD5313766DAE14B56F9F,1003100237,1,0.00,2018-08-11,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
384C601DAA0369E7BB9AECC1D53D3437,1002210222,322,0.00,2018-08-17,0.0000,0.0000,50.1232,49.8768,0.0000,0.0000,0.0000,0.0000,2.9400,1.5900,95.4700
384C601DAA0369E7BB9AECC1D53D3437,1002225940,319,0.00,2018-08-25,0.0000,0.0000,45.0506,54.9494,0.0000,0.0000,0.3300,0.0000,0.0000,15.8200,83.8500
384C601DAA0369E7BB9AECC1D53D3437,1002583484,18,0.00,2018-02-11,0.0000,0.0000,53.3817,46.6183,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000
384C601DAA0369E7BB9AECC1D53D3437,1002595498,210,0.00,2018-08-26,0.0000,0.0000,64.0151,35.9849,0.0000,0.0000,41.7200,0.0000,0.0000,20.9300,37.3400
384C601DAA0369E7BB9AECC1D53D3437,1002606738,1,0.00,2018-02-02,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000
384C601DAA0369E7BB9AECC1D53D3437,1002683443,3,0.00,2018-03-01,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
384C601DAA0369E7BB9AECC1D53D3437,1002687746,69,0.00,2018-05-07,0.0000,0.0000,41.0017,58.9983,0.0000,0.0000,0.0000,0.0000,0.0000,32.0500,67.9500
384C601DAA0369E7BB9AECC1D53D3437,1002872200,23,0.00,2018-05-04,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,21.8000,78.2000
384C601DAA0369E7BB9AECC1D53D3437,1002974200,91,0.00,2018-08-26,0.0000,0.0000,45.0854,54.9146,0.0000,0.0000,0.0000,0.0000,0.0000,7.4200,92.5800
384C601DAA0369E7BB9AECC1D53D3437,1003101390,1,0.00,2018-08-12,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000
BD5FDCFA71A9CD5313766DAE14B56F9F,1002263209,138,0.00,2018-03-06,0.0000,0.0000,38.5763,61.4237,0.0000,0.0000,2.7500,0.6400,0.0000,21.3400,75.2800
BD5FDCFA71A9CD5313766DAE14B56F9F,1002447859,115,0.00,2018-04-08,0.0000,0.0000,76.0544,23.9456,0.0000,0.0000,0.6900,0.0000,0.0000,25.6900,73.6200
BD5FDCFA71A9CD5313766DAE14B56F9F,1002472083,99,0.00,2018-04-02,0.0000,0.0000,54.8538,45.1462,0.0000,0.0000,0.0000,0.0000,0.3500,9.1700,90.4800
BD5FDCFA71A9CD5313766DAE14B56F9F,1003034208,35,0.00,2018-08-09,0.0000,0.0000,18.5680,81.4320,0.0000,0.0000,0.0000,0.0000,2.3600,0.1200,97.5300
BD5FDCFA71A9CD5313766DAE14B56F9F,1003052614,41,0.00,2018-08-25,0.0000,0.0000,48.5992,51.4008,0.0000,0.0000,0.0000,0.0000,0.0000,6.2400,93.7600
BD5FDCFA71A9CD5313766DAE14B56F9F,1003058544,21,0.00,2018-08-09,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
BD5FDCFA71A9CD5313766DAE14B56F9F,1003074424,5,0.00,2018-08-01,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,19.1800,80.8200
384C601DAA0369E7BB9AECC1D53D3437,1002196357,325,0.00,2018-07-29,0.0000,0.0000,53.7621,46.2379,0.0000,0.0000,0.0000,0.0000,0.0000,0.2300,99.7700
384C601DAA0369E7BB9AECC1D53D3437,1002285886,276,0.00,2018-07-25,0.0000,0.0000,13.3121,86.6879,0.0000,0.0000,0.0000,2.9300,0.0000,0.0000,97.0700
384C601DAA0369E7BB9AECC1D53D3437,1002476440,110,0.00,2018-04-15,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,29.7700,12.3000,57.9400
384C601DAA0369E7BB9AECC1D53D3437,1002515325,94,0.00,2018-04-08,0.0000,0.0000,75.2178,24.7822,0.0000,0.0000,0.1000,0.0000,0.0000,9.0400,90.8600
384C601DAA0369E7BB9AECC1D53D3437,1002636217,140,0.00,2018-07-04,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000
384C601DAA0369E7BB9AECC1D53D3437,1002919959,118,0.00,2018-08-24,0.0000,0.0000,39.7887,60.2113,0.0000,0.0000,0.0000,0.0000,2.8800,1.7300,95.3900
384C601DAA0369E7BB9AECC1D53D3437,1002929814,22,0.00,2018-05-25,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000
384C601DAA0369E7BB9AECC1D53D3437,1003005071,71,0.00,2018-08-26,0.0000,0.0000,8.8112,91.1888,0.0000,0.0000,0.0000,0.0000,0.0000,0.2000,99.8000
384C601DAA0369E7BB9AECC1D53D3437,1003032596,2,0.00,2018-07-06,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
384C601DAA0369E7BB9AECC1D53D3437,1003038844,49,0.00,2018-08-26,0.0000,0.0000,12.0049,87.9951,0.0000,0.0000,0.0000,0.0000,0.0000,2.0800,97.9200
BD5FDCFA71A9CD5313766DAE14B56F9F,1002324430,290,0.00,2018-08-18,0.0000,0.0000,66.0863,33.9137,0.0000,0.0000,7.6500,0.1600,0.0000,20.3700,71.8300
BD5FDCFA71A9CD5313766DAE14B56F9F,1002360607,248,0.00,2018-07-17,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.4200,93.5800
BD5FDCFA71A9CD5313766DAE14B56F9F,1002635067,193,0.00,2018-08-26,0.0000,0.0000,42.0204,57.9796,0.0000,0.0000,2.0800,0.0000,0.0000,16.3900,81.5300
BD5FDCFA71A9CD5313766DAE14B56F9F,1002653746,47,0.00,2018-04-07,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000
BD5FDCFA71A9CD5313766DAE14B56F9F,1002665949,167,14.97,2018-08-08,0.0000,37.1211,0.0000,62.8789,0.0000,0.0000,1.5900,0.0000,0.0000,27.1300,71.2800
BD5FDCFA71A9CD5313766DAE14B56F9F,1002825526,3,0.00,2018-04-05,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
BD5FDCFA71A9CD5313766DAE14B56F9F,1002934792,113,0.00,2018-08-26,0.0000,0.0000,42.3720,57.6280,0.0000,0.0000,1.2200,0.0000,0.0000,1.8600,96.9200
BD5FDCFA71A9CD5313766DAE14B56F9F,1003035416,51,0.00,2018-08-26,0.0000,0.0000,12.1928,87.8072,0.0000,0.0000,0.5800,0.0000,0.0000,38.7300,60.6800
